run_name,map,episode,return,success,epsilon,alpha,gamma,seed,timestamp
8x8_ref,8x8,182,0.0,0,0.9134536598864077,0.8,0.99,42,2025-11-20T17:55:01.945096
8x8_ref,8x8,183,0.0,0,0.9129969330564646,0.8,0.99,42,2025-11-20T17:55:01.945098
8x8_ref,8x8,184,0.0,0,0.9125404345899364,0.8,0.99,42,2025-11-20T17:55:01.945101
8x8_ref,8x8,185,0.0,0,0.9120841643726415,0.8,0.99,42,2025-11-20T17:55:01.945103
8x8_ref,8x8,186,0.0,0,0.9116281222904552,0.8,0.99,42,2025-11-20T17:55:01.945106
8x8_ref,8x8,187,0.0,0,0.9111723082293101,0.8,0.99,42,2025-11-20T17:55:01.945108
8x8_ref,8x8,188,0.0,0,0.9107167220751955,0.8,0.99,42,2025-11-20T17:55:01.945110
8x8_ref,8x8,189,0.0,0,0.9102613637141579,0.8,0.99,42,2025-11-20T17:55:01.945113
8x8_ref,8x8,190,0.0,0,0.9098062330323009,0.8,0.99,42,2025-11-20T17:55:01.945115
8x8_ref,8x8,191,0.0,0,0.9093513299157847,0.8,0.99,42,2025-11-20T17:55:01.945117
8x8_ref,8x8,192,0.0,0,0.9088966542508269,0.8,0.99,42,2025-11-20T17:55:01.945120
8x8_ref,8x8,193,0.0,0,0.9084422059237015,0.8,0.99,42,2025-11-20T17:55:01.945122
8x8_ref,8x8,194,0.0,0,0.9079879848207397,0.8,0.99,42,2025-11-20T17:55:01.945125
8x8_ref,8x8,195,0.0,0,0.9075339908283294,0.8,0.99,42,2025-11-20T17:55:01.945127
8x8_ref,8x8,196,0.0,0,0.9070802238329153,0.8,0.99,42,2025-11-20T17:55:01.945129
8x8_ref,8x8,197,0.0,0,0.906626683720999,0.8,0.99,42,2025-11-20T17:55:01.945132
8x8_ref,8x8,198,0.0,0,0.9061733703791385,0.8,0.99,42,2025-11-20T17:55:01.945134
8x8_ref,8x8,199,0.0,0,0.905720283693949,0.8,0.99,42,2025-11-20T17:55:01.945137
8x8_ref,8x8,200,0.0,0,0.905267423552102,0.8,0.99,42,2025-11-20T17:55:01.945139
8x8_ref,8x8,201,0.0,0,0.904814789840326,0.8,0.99,42,2025-11-20T17:55:01.945141
8x8_ref,8x8,202,0.0,0,0.9043623824454059,0.8,0.99,42,2025-11-20T17:55:01.945144
8x8_ref,8x8,203,0.0,0,0.9039102012541833,0.8,0.99,42,2025-11-20T17:55:01.945146
8x8_ref,8x8,204,0.0,0,0.9034582461535562,0.8,0.99,42,2025-11-20T17:55:01.945149
8x8_ref,8x8,205,0.0,0,0.9030065170304795,0.8,0.99,42,2025-11-20T17:55:01.945159
8x8_ref,8x8,206,0.0,0,0.9025550137719643,0.8,0.99,42,2025-11-20T17:55:01.945162
8x8_ref,8x8,207,0.0,0,0.9021037362650783,0.8,0.99,42,2025-11-20T17:55:01.945164
