detector_set,num_detectors,r_contiguous,ngram,min_activations,max_ham_match_ratio,precision,recall,f1,fpr,tp,fp,fn,tn,roc_auc,pr_auc
3k_r7_n4,3000,7,4,20,0.05,0.3797814207650273,0.8910256410256411,0.5325670498084292,0.2367049009384775,139,227,17,732,0.8974358974358974,0.2883720930232558
3k_r7_n4,3000,7,4,30,0.05,0.4,0.8717948717948718,0.5483870967741936,0.2127215849843587,136,204,20,755,0.8974358974358974,0.2883720930232558
3k_r7_n4,3000,7,4,40,0.05,0.4323432343234323,0.8397435897435898,0.5708061002178649,0.1793534932221063,131,172,25,787,0.8974358974358974,0.2883720930232558
3k_r7_n4,3000,7,4,50,0.05,0.4525547445255474,0.7948717948717948,0.5767441860465116,0.1564129301355578,124,150,32,809,0.8974358974358974,0.2883720930232558
3k_r7_n4,3000,7,4,60,0.05,0.4618473895582329,0.7371794871794872,0.5679012345679013,0.1397288842544317,115,134,41,825,0.8974358974358974,0.2883720930232558
3k_r7_n4,3000,7,4,80,0.05,0.4790697674418605,0.6602564102564102,0.555256064690027,0.1167883211678832,103,112,53,847,0.8974358974358974,0.2883720930232558
3k_r7_n4,3000,7,4,100,0.05,0.4651162790697674,0.5128205128205128,0.4878048780487805,0.0959332638164754,80,92,76,867,0.8974358974358974,0.2883720930232558
1k_r8_n4,1000,8,4,1,0.05,0.28125,0.9230769230769232,0.4311377245508982,0.3837330552659019,144,368,12,591,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,2,0.05,0.2910602910602911,0.8974358974358975,0.4395604395604395,0.3555787278415016,140,341,16,618,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,3,0.05,0.3111111111111111,0.8974358974358975,0.462046204620462,0.3232533889468196,140,310,16,649,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,5,0.05,0.3448275862068966,0.8974358974358975,0.498220640569395,0.2773722627737226,140,266,16,693,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,7,0.05,0.3736559139784946,0.8910256410256411,0.5265151515151516,0.2429614181438999,139,233,17,726,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,10,0.05,0.3930635838150289,0.8717948717948718,0.5418326693227091,0.218978102189781,136,210,20,749,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,15,0.05,0.4258064516129032,0.8461538461538461,0.5665236051502145,0.1856100104275286,132,178,24,781,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,20,0.05,0.463768115942029,0.8205128205128205,0.5925925925925926,0.1543274244004171,128,148,28,811,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,25,0.05,0.4897959183673469,0.7692307692307693,0.5985037406483791,0.1303441084462982,120,125,36,834,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,30,0.05,0.4885844748858447,0.6858974358974359,0.5706666666666667,0.1167883211678832,107,112,49,847,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,40,0.05,0.4424242424242424,0.4679487179487179,0.454828660436137,0.0959332638164754,73,92,83,867,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,50,0.05,0.3944954128440367,0.2756410256410256,0.3245283018867925,0.0688216892596454,43,66,113,893,0.8846153846153846,0.29925187032418954
1k_r8_n4,1000,8,4,60,0.05,0.3188405797101449,0.141025641025641,0.1955555555555555,0.0490093847758081,22,47,134,912,0.8846153846153846,0.29925187032418954
2k_r8_n4,2000,8,4,1,0.05,0.2758620689655172,0.9230769230769232,0.4247787610619469,0.3941605839416058,144,378,12,581,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,2,0.05,0.279296875,0.9166666666666666,0.4281437125748503,0.3847758081334723,143,369,13,590,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,3,0.05,0.284,0.9102564102564102,0.4329268292682927,0.3733055265901981,142,358,14,601,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,5,0.05,0.3058568329718004,0.903846153846154,0.4570502431118314,0.3336809176225234,141,320,15,639,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,7,0.05,0.319634703196347,0.8974358974358975,0.4713804713804713,0.310740354535975,140,298,16,661,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,10,0.05,0.344059405940594,0.8910256410256411,0.4964285714285714,0.2763295099061522,139,265,17,694,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,15,0.05,0.3780821917808219,0.8846153846153846,0.5297504798464492,0.2367049009384775,138,227,18,732,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,20,0.05,0.3971014492753623,0.8782051282051282,0.5469061876247505,0.2168925964546402,137,208,19,751,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,25,0.05,0.4110429447852761,0.8589743589743589,0.5560165975103735,0.200208550573514,134,192,22,767,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,30,0.05,0.4299674267100977,0.8461538461538461,0.5701943844492441,0.1824817518248175,132,175,24,784,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,40,0.05,0.4595588235294117,0.8012820512820513,0.5841121495327103,0.1532846715328467,125,147,31,812,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,50,0.05,0.48582995951417,0.7692307692307693,0.5955334987593052,0.132429614181439,120,127,36,832,0.8846153846153846,0.2977667493796526
2k_r8_n4,2000,8,4,60,0.05,0.4888888888888889,0.7051282051282052,0.5774278215223098,0.1199165797705943,110,115,46,844,0.8846153846153846,0.2977667493796526
3k_r8_n4,3000,8,4,1,0.05,0.2727272727272727,0.9230769230769232,0.4210526315789473,0.4004171011470281,144,384,12,575,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,3,0.05,0.2798434442270058,0.9166666666666666,0.4287856071964018,0.3837330552659019,143,368,13,591,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,5,0.05,0.2886178861788618,0.9102564102564102,0.4382716049382716,0.364963503649635,142,350,14,609,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,10,0.05,0.3211845102505695,0.903846153846154,0.4739495798319328,0.310740354535975,141,298,15,661,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,15,0.05,0.3406862745098039,0.8910256410256411,0.4929078014184397,0.2805005213764338,139,269,17,690,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,20,0.05,0.366754617414248,0.8910256410256411,0.5196261682242991,0.2502606882168926,139,240,17,719,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,30,0.05,0.3970588235294117,0.8653846153846154,0.5443548387096775,0.213764337851929,135,205,21,754,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,40,0.05,0.4158730158730159,0.8397435897435898,0.5562632696390658,0.1918665276329509,131,184,25,775,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,50,0.05,0.4402730375426621,0.8269230769230769,0.5746102449888641,0.1710114702815433,129,164,27,795,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,60,0.05,0.4701492537313433,0.8076923076923077,0.5943396226415094,0.1480709071949948,126,142,30,817,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,80,0.05,0.4978902953586498,0.7564102564102564,0.6005089058524173,0.1240875912408759,118,119,38,840,0.8782051282051282,0.30025445292620867
3k_r8_n4,3000,8,4,100,0.05,0.5048543689320388,0.6666666666666666,0.574585635359116,0.1063607924921793,104,102,52,857,0.8782051282051282,0.30025445292620867
5k_r8_n4,5000,8,4,1,0.05,0.2722117202268431,0.9230769230769232,0.4204379562043795,0.4014598540145985,144,385,12,574,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,3,0.05,0.2739463601532567,0.9166666666666666,0.4218289085545722,0.3952033368091762,143,379,13,580,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,5,0.05,0.280943025540275,0.9166666666666666,0.4300751879699248,0.3816475495307612,143,366,13,593,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,10,0.05,0.3008474576271186,0.9102564102564102,0.4522292993630573,0.3441084462982273,142,330,14,629,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,15,0.05,0.3167420814479638,0.8974358974358975,0.4682274247491638,0.3149113660062565,140,302,16,657,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,20,0.05,0.3317535545023696,0.8974358974358975,0.4844290657439445,0.2940563086548488,140,282,16,677,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,30,0.05,0.3582474226804124,0.8910256410256411,0.511029411764706,0.2596454640250261,139,249,17,710,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,40,0.05,0.3791208791208791,0.8846153846153846,0.5307692307692308,0.2356621480709071,138,226,18,733,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,50,0.05,0.3976608187134502,0.8717948717948718,0.5461847389558232,0.2148070907194994,136,206,20,753,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,60,0.05,0.4036697247706422,0.8461538461538461,0.546583850931677,0.2033368091762252,132,195,24,764,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,80,0.05,0.4324324324324324,0.8205128205128205,0.5663716814159292,0.1751824817518248,128,168,28,791,0.8974358974358974,0.29523809523809524
5k_r8_n4,5000,8,4,100,0.05,0.4696969696969697,0.7948717948717948,0.5904761904761905,0.145985401459854,124,140,32,819,0.8974358974358974,0.29523809523809524
2k_r9_n4,2000,9,4,1,0.05,0.3025210084033613,0.9230769230769232,0.4556962025316455,0.3461939520333681,144,332,12,627,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,2,0.05,0.3090128755364807,0.9230769230769232,0.4630225080385852,0.3357664233576642,144,322,12,637,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,3,0.05,0.3191964285714285,0.9166666666666666,0.4735099337748344,0.3180396246089677,143,305,13,654,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,5,0.05,0.3389423076923077,0.903846153846154,0.4930069930069929,0.2867570385818561,141,275,15,684,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,7,0.05,0.359173126614987,0.8910256410256411,0.5119705340699816,0.2586027111574557,139,248,17,711,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,10,0.05,0.3893557422969187,0.8910256410256411,0.5419103313840156,0.2273201251303441,139,218,17,741,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,15,0.05,0.418960244648318,0.8782051282051282,0.567287784679089,0.1981230448383733,137,190,19,769,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,20,0.05,0.436241610738255,0.8333333333333334,0.5726872246696035,0.1751824817518248,130,168,26,791,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,30,0.05,0.4761904761904761,0.7692307692307693,0.588235294117647,0.1376433785192909,120,132,36,827,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,40,0.05,0.4953271028037383,0.6794871794871795,0.572972972972973,0.1126173096976016,106,108,50,851,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,50,0.05,0.4611111111111111,0.532051282051282,0.494047619047619,0.1011470281543274,83,97,73,862,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,60,0.05,0.4338235294117647,0.3782051282051282,0.4041095890410959,0.0802919708029197,59,77,97,882,0.8846153846153846,0.2941176470588235
2k_r9_n4,2000,9,4,80,0.05,0.3571428571428571,0.1602564102564102,0.2212389380530973,0.0469238790406673,25,45,131,914,0.8846153846153846,0.2941176470588235
3k_r9_n4,3000,9,4,1,0.05,0.301255230125523,0.9230769230769232,0.4542586750788643,0.3482794577685089,144,334,12,625,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,3,0.05,0.3096774193548387,0.9230769230769232,0.463768115942029,0.3347236704900938,144,321,12,638,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,5,0.05,0.3279816513761467,0.9166666666666666,0.483108108108108,0.305526590198123,143,293,13,666,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,10,0.05,0.3573264781491002,0.8910256410256411,0.5100917431192661,0.2606882168925964,139,250,17,709,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,15,0.05,0.3904494382022472,0.8910256410256411,0.5429687500000001,0.2262773722627737,139,217,17,742,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,20,0.05,0.4121212121212121,0.8717948717948718,0.5596707818930041,0.2022940563086548,136,194,20,765,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,30,0.05,0.4387755102040816,0.8269230769230769,0.5733333333333333,0.1720542231491136,129,165,27,794,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,40,0.05,0.4767441860465116,0.7884615384615384,0.5942028985507246,0.140771637122002,123,135,33,824,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,50,0.05,0.4831932773109244,0.7371794871794872,0.583756345177665,0.1282586027111574,115,123,41,836,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,75,0.05,0.4497041420118343,0.4871794871794871,0.4676923076923077,0.0969760166840458,76,93,80,866,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,100,0.05,0.4,0.2692307692307692,0.3218390804597701,0.0656934306569343,42,63,114,896,0.8942307692307692,0.2971014492753623
3k_r9_n4,3000,9,4,150,0.05,0.1538461538461538,0.0384615384615384,0.0615384615384615,0.0344108446298227,6,33,150,926,0.8942307692307692,0.2971014492753623
2k_r10_n4,2000,10,4,1,0.05,0.3279445727482679,0.9102564102564102,0.4821731748726655,0.3034410844629823,142,291,14,668,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,2,0.05,0.3405797101449275,0.903846153846154,0.4947368421052631,0.2846715328467153,141,273,15,686,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,3,0.05,0.3538461538461538,0.8846153846153846,0.5054945054945055,0.2627737226277372,138,252,18,707,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,5,0.05,0.3848314606741573,0.8782051282051282,0.5351562500000001,0.2283628779979145,137,219,19,740,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,7,0.05,0.4036697247706422,0.8461538461538461,0.546583850931677,0.2033368091762252,132,195,24,764,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,10,0.05,0.4333333333333333,0.8333333333333334,0.5701754385964913,0.1772679874869656,130,170,26,789,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,15,0.05,0.4645669291338583,0.7564102564102564,0.575609756097561,0.1418143899895724,118,136,38,823,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,20,0.05,0.4908256880733945,0.6858974358974359,0.5721925133689839,0.1157455683003128,107,111,49,848,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,30,0.05,0.4506172839506173,0.4679487179487179,0.4591194968553459,0.0928050052137643,73,89,83,870,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,40,0.05,0.3962264150943396,0.2692307692307692,0.3206106870229007,0.0667361835245047,42,64,114,895,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,50,0.05,0.3571428571428571,0.1602564102564102,0.2212389380530973,0.0469238790406673,25,45,131,914,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,60,0.05,0.2291666666666666,0.0705128205128205,0.1078431372549019,0.0385818561001042,11,37,145,922,0.8782051282051282,0.2878048780487805
2k_r10_n4,2000,10,4,80,0.05,0.04,0.0064102564102564,0.011049723756906,0.0250260688216892,1,24,155,935,0.8782051282051282,0.2878048780487805
3k_r10_n4,3000,10,4,1,0.05,0.3279445727482679,0.9102564102564102,0.4821731748726655,0.3034410844629823,142,291,14,668,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,3,0.05,0.3415233415233415,0.8910256410256411,0.4937833037300178,0.2794577685088634,139,268,17,691,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,5,0.05,0.3612565445026178,0.8846153846153846,0.5130111524163569,0.2544316996871741,138,244,18,715,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,10,0.05,0.411214953271028,0.8461538461538461,0.5534591194968553,0.1970802919708029,132,189,24,770,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,15,0.05,0.4452054794520548,0.8333333333333334,0.5803571428571429,0.1689259645464025,130,162,26,797,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,20,0.05,0.4636015325670498,0.7756410256410257,0.580335731414868,0.145985401459854,121,140,35,819,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,30,0.05,0.4859813084112149,0.6666666666666666,0.5621621621621622,0.1147028154327424,104,110,52,849,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,40,0.05,0.4685714285714286,0.5256410256410257,0.4954682779456194,0.0969760166840458,82,93,74,866,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,50,0.05,0.4251968503937008,0.3461538461538461,0.381625441696113,0.0761209593326381,54,73,102,886,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,75,0.05,0.3333333333333333,0.1282051282051282,0.1851851851851851,0.0417101147028154,20,40,136,919,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,100,0.05,0.1212121212121212,0.0256410256410256,0.0423280423280423,0.0302398331595411,4,29,152,930,0.9166666666666667,0.29017857142857145
3k_r10_n4,3000,10,4,150,0.05,0.0555555555555555,0.0064102564102564,0.0114942528735632,0.0177267987486965,1,17,155,942,0.9166666666666667,0.29017857142857145
