func,n,run,best_f,best_x_json,evals,success,time_s
sphere,10,29,6.659045333096867e-09,"[-4.423672783143659e-05, 1.6277503202024855e-05, -2.6074371430304937e-05, -8.371843273400537e-06, -3.0052137606352592e-05, 1.5842419979127394e-05, 3.1451299641208636e-05, 1.2526886906556645e-05, 2.2851986435484713e-05, 2.9407581570879336e-05]",6270,1,0.013969898223876953
sphere,30,0,0.001259457576462845,"[-0.0038318834255128414, -0.00025614032417421023, -0.0029433755103375923, 0.00368098426834766, 0.005938108483802223, -0.0036479474828708474, 0.009870190571568085, 0.003767955314120228, 0.004531429479598711, -0.004432941872518564, 0.0006465357264136959, 0.00452393557255457, 0.006157531370613706, -0.009987741142588132, -0.004899832426777607, 0.017076387643815485, 0.0071324622358624684, -4.63593547231466e-05, 0.00561783070328509, 0.003542770557966008, -0.005905381908570968, 0.007919464319093078, 0.016177087634962478, -0.00025077819597277826, 0.0017949104608163302, -0.0009462747255330698, 0.003341886621276182, -0.0014551787844301466, -0.008557056105096217, 0.001730418386116134]",15050,0,0.0348360538482666
sphere,30,1,0.002193549661576276,"[0.004877666870624091, -0.026185554734491873, 0.015298365551388532, -0.001874365152757092, 0.004093321334147747, -0.008217652374801588, -0.01153033549557664, -0.0033404605697822075, 0.005305462172775232, 0.0035925013148200378, -0.0013183530987944355, 0.00018428090295354548, -0.0062022260368875225, -0.00202865671003705, 0.006108869175711359, 0.0050148824998896575, -0.007200262331216719, 0.008275493630699148, -0.006052535701633778, -0.008262350918847713, 0.004939791802610178, -0.0028871589321667022, 0.006618513232584489, 0.016097199224774955, -0.0019052304741574893, 0.0031824838524960853, -0.006025754576216745, -0.010542016194474561, 0.01020114894101408, 0.006640660839776196]",15050,0,0.03488516807556152
sphere,30,2,0.0027527570239931397,"[0.0036387929770854933, -0.0047237298125895125, 0.005273653229826813, 0.007653748217318094, -0.007967874496912802, -0.011618939619783858, 0.006165538400949936, -0.0011583873044100973, 0.011183983272085262, -0.004965571149700369, -0.004866507922120808, -0.010436541351547075, -0.017627311251921386, -0.02326006879423569, -0.014467256894557795, -0.018739811872842432, 0.008891077021646617, -0.001503208781697692, -0.0016257071754790138, -0.010224886382617652, 0.004286824102144871, 0.00626864495016149, -0.01178146688991605, -0.002991345881525757, 0.003941904383590232, 0.006027724568404905, 0.0003509725448371113, -0.007344786396906781, 0.005976121260422699, 0.012759701775829628]",15050,0,0.03529191017150879
sphere,30,3,0.0018975248223112215,"[0.01570873158614935, -0.0064980544933092264, 0.003279082418748978, -0.0012659767573246577, -0.002606042784067646, -0.004240471148042823, 0.0073244709477192785, 0.0147806189859767, 0.0042038567923319906, -0.016304423630575268, 0.00590900892112924, 0.007986466185621509, -0.0012482819875561792, -0.0012581258011088896, -0.0003182623397758374, -0.009087595243744931, 0.0036647274970824134, -0.008217112231591292, -0.012649671526514939, 0.007818780406375844, -0.014624250146755204, 0.006347194705897376, 0.0007684362438834056, -0.0022543642283052966, -0.010847726283413534, 0.008342059862644234, -0.002139114669760876, -0.002551247222680484, -0.007474298539185612, 0.0038884284031758484]",15050,0,0.03569293022155762
sphere,30,4,0.002456846144579503,"[-0.004083016410147946, -0.0009272988151594625, 0.007178465806692688, -0.008524113417744741, 0.015334552889149268, -0.017826285284824196, -0.0076485893482154035, 0.009611345652259627, 0.009349990803689342, -0.01345347247182229, -0.009527423952785843, -0.0029847222756744845, 0.0232271108069474, 0.0011442626020840025, -0.0031636723412368966, -0.011932555197255017, -0.005864962196201636, 0.00999541982664958, 0.010176335762120275, 0.004368669451109269, 0.012121015076836876, 0.0075240372876065, 0.006087076797055636, 0.0029769778543024938, 0.000631391564555956, 0.005428498301435038, -0.0029167557634494686, -0.001272477953826479, 0.0005318443917453775, -0.0018297766557688992]",15050,0,0.036704063415527344
sphere,30,5,0.0010379289706801472,"[0.005096883531330317, 0.001782499808445279, -0.009259904681409583, -0.0059406328234330695, -0.009660972800003586, 0.003898148520506074, 0.00773816484749213, 0.005245203826396748, -0.0071106844344525875, 0.0058671124380117665, -0.002339477187935271, -0.007748834897325263, 0.009852623701661095, 0.0008015649916774683, -0.0034761097558549813, -0.006897825398059978, 0.0018276948476724471, -0.003431731940655271, 0.003941092846849024, 0.00013976478433472186, 0.0038859869596499868, 0.0037216810780239078, -0.0045129883783446775, 0.004570688103719907, -0.006097892816908778, -0.0020799657777255277, 0.00613772184282433, -0.013182750613095841, 0.002313450952733587, -0.004973378309904233]",15050,0,0.03579306602478027
sphere,30,6,0.002067208490042851,"[-0.009755442682545353, -0.001056731630293013, 0.001813084154211015, -0.0031573377086099013, -0.00040797107807547493, -0.0006380352902675534, 0.0012060792404761838, 0.0022934855091000135, -0.002152894163224503, 0.010671179487956275, -0.013285647369661407, -0.0028221114367251578, 0.002803215549424353, -0.0004342608549808536, -0.009658796497127394, -0.017130307921144044, -0.004217881149855858, -0.004443428435001183, 0.006474772828230469, 0.006384217499133183, 0.006183553231008663, 0.009352664763510205, 0.0022580792597701595, -0.012028660816189472, -0.002787008813423711, 0.002510160351347794, -0.010735735770611135, 0.021573899061446612, 0.008649543581229229, -0.013686740270561786]",15050,0,0.03513288497924805
sphere,30,7,0.0037612977744106023,"[0.011353818178391763, -0.0037192916106099814, -0.006747559127488879, -0.018532163793661148, -0.005185191987905345, -3.053470312541773e-05, -0.0011465642341515854, -0.012208782194360956, -0.006171150326676847, 0.007718329052132132, 0.010704906614600808, -0.003145393705154499, 0.028356496088064426, 0.006479432398583524, 0.016660637414290216, -0.012452362801062834, 0.016893340367570592, -0.007640161285071392, -0.01725757493445107, 0.0039913158256373, -0.0021174640957870843, 0.0006087533058962424, -0.00784009593749092, -0.022279082933603644, 0.011558834548415792, 0.005933458859747061, 0.012323803663169364, 0.00021889055640680194, 0.003028921880580539, -0.001170887091740438]",15050,0,0.03558230400085449
sphere,30,8,0.00040272169197086644,"[0.0008857139964203069, -0.005511516507159077, -0.004078796499347598, 0.0011028919262867699, 0.004537436850097146, 0.0004277523169103684, -0.006815543588899224, 0.004733916453525922, 0.003389637632744962, 0.0005743099004113139, -0.002781139695774349, -0.00635188738314315, -0.003033447199105434, -0.0005898725121582179, -0.00192619702009093, -0.001963219171965521, -0.0018896844782490007, -0.00013879908309290725, 0.003177653855712265, -0.0014596990611757939, -0.005256568583199413, -0.0010172561314284886, 0.0065057495118576916, 0.0007526866795093016, 0.009108528264445083, 0.0008923938830199758, -0.0007571019326724844, -0.00263395462231874, 0.0008910958445071432, -0.002759889238745843]",15050,0,0.0350499153137207
sphere,30,9,0.001175982010758596,"[0.005299906217099541, -0.005981416336188781, -0.00361893399083699, 0.012832406163931769, 0.0003469548447084317, -0.0004075039117122266, 0.0063373883301855675, 0.003003263716929004, -0.012037675366970622, -0.012323381719999263, 0.004971427665533235, 0.007928708933478787, 0.0036256523503055225, -0.005306988898317808, -0.0029372661881065304, -0.00465044495835042, -0.004574654003100245, -0.005630767427503295, -0.0009054298305168238, 0.0031993617068393006, -0.008302451189624471, 0.0008741155929139974, 0.007561562163697656, 0.004601123333013727, 0.0036523508452388767, 0.009998076516138698, -0.009550400896263642, -0.0035564303023783014, 0.00026309151634307357, 7.380582437256427e-05]",15050,0,0.03534507751464844
