func,n,run,best_f,best_x_json,evals,success,time_s
sphere,30,2,0.0051433274957124134,"[-0.0065324304532455085, 0.01069395534149231, -0.0009470097349332175, -0.03723297566756772, 0.0045345098726872635, -0.023163338745768466, 0.013553734831420704, -0.02044145300966361, -0.013856555364121519, 0.008679354408337926, -0.006026222907316054, 0.0029353865565708713, 0.0038393752900725536, -0.021881737527850817, 0.0037351703403908547, -0.013560833569838225, -0.014440360609514554, 0.006350159443963719, 0.02192589917018169, 0.0076388594109869454, 0.010445537375467388, -0.010528554648708622, -0.003451329845794596, -0.0037536653914446117, 0.005514337125064571, -0.00012401760044190413, -0.010727211175486216, -0.0032906872884657496, 0.010736940097332823, -0.011457048020419617]",15050,0,0.0348200798034668
sphere,30,3,0.006209513637435616,"[-0.011606684023489784, 0.005048664163010037, -0.013739049919751741, -0.015620612932553336, -0.002926120749533704, 0.0021271423325380204, -0.02726795567919965, 0.008768621746676504, 0.013866312918060321, -0.022227067260405742, -0.010808195950537617, -0.02197353198758788, -0.02041236950581794, -0.009826092665188808, -0.017816192926420824, -0.02083503588520573, -0.010009351294734379, -0.018950381098070866, 0.008053538506459733, 0.000500805294304723, 6.821979257055563e-05, 0.003916227173122706, -0.004073428639698299, -0.012261935014178582, 0.027837463965130427, -0.005094249088783833, 0.0005152667476077764, -0.01922101400111493, -0.017195765361693937, 0.007703114868727571]",15050,0,0.03608202934265137
sphere,30,4,0.003413522003922165,"[0.0004940148616214136, -0.0035079534731078457, -0.0028518927139923825, -0.005114043180453784, 0.01154694013659046, -0.015260168183550402, -0.0038033463232725238, 0.009126046746891579, -0.006699604977493267, 0.002495282505968484, -0.005805143903874718, -0.009334361848628308, 0.027018681856657237, -0.0032435297948083287, 0.007584156877176937, -0.00016633716011849948, 0.004757437913051732, -0.007991919044197958, -0.0021826018332977344, 0.005181950930933504, -0.002830646057875281, 0.006030920346074772, 0.008290525709453465, -0.0015432513412831183, 0.030731026976385578, 0.0007809380386358028, -0.0035253716698789984, -0.0052492368567002125, -0.010935136869095802, 0.024382937932450353]",15050,0,0.03494691848754883
sphere,30,5,0.0023772563928466154,"[-0.0012744183528681007, -0.004698687988177082, -0.002431677055344427, 0.002526806281754548, 0.006864113869582031, -0.003568903017692503, -0.03153056682568362, 0.00457423223860496, -0.0008780379983560445, 0.0038803100086991812, -0.004838387489644953, 0.0016104309534486771, -0.003284352481361009, 0.003204896224751696, -0.004865331697268366, -0.014717733363612102, 0.007548205344604403, -0.003750929543140118, 0.0203387285174303, -0.002588945886764813, 0.010885387005851324, 0.009459127274060664, 0.01189126642029005, -0.00016829367890150047, 0.0024200274182792914, -0.0019174279694854424, 0.0008286007911362742, -0.008670974938336056, -0.005812601290686412, -0.0017692521166274011]",15050,0,0.03459525108337402
sphere,30,6,0.007436136087089532,"[-0.020215050846331892, -0.03682144812007947, 0.0067534380270689795, -0.002290298065874871, -0.02981173918480108, 0.018951213541312694, 0.008733753904125651, 0.0039032830582503876, -0.006052666868409565, -0.006199165009531372, 0.015496192899372204, 0.007282966718345487, -0.028033899315798968, 0.02446738086435659, 0.03281620133639248, -0.013560484447692634, -0.005087570102697895, -0.011480266932449006, -0.011825201968044508, -0.009249969057378366, 0.0026603249374507303, -0.010591080588789907, -0.000823496202746141, -0.001053431684636542, -0.019899434692750084, -0.008343429827323567, 0.013098550749397522, -0.00718712455159986, -0.006287748391860462, 0.005946060974954738]",15050,0,0.03490304946899414
sphere,30,7,0.002989724329893031,"[0.002392104067849673, 0.010899093599122278, -0.011369468869829953, -0.0012938250232865864, 0.012918851380539643, -0.004382801153902945, 0.01196496574934822, 0.007729927352643864, -0.01003096556865666, 0.013076387941706078, 0.0072410993492517915, -0.013211862309143865, 0.0059464634722909675, -0.008690803256082692, 0.00457209675663269, -0.004329517449290743, 0.0023029104609134103, -0.0015299174384250797, 0.005697696243269056, 0.0069760056884032706, 0.014932919253054365, 0.014401994941056193, -0.005779344965903426, -0.011736631015169098, 0.0002944694662533748, 0.00984536634907615, -0.004475891634577161, -0.02149598775940162, 0.016387881762155533, 0.012573541546812433]",15050,0,0.03469514846801758
sphere,30,8,0.00505465325642321,"[0.00460691907244452, 0.001280676380590505, 0.003572055272642336, 0.032683545801006006, 0.00897356037295546, 0.006397276048234397, -0.006955707642519122, -0.015855589278507342, -0.031390137738871435, 0.002616679468588599, -0.001994819769930994, 0.010311419221216997, 0.0015374519272600687, 0.008492219304579732, 0.01804613828994335, -0.023415857159565224, -0.004787305579993258, 0.002564419322680855, -0.0011782858629855305, 0.0006150759495919156, -0.016231828302711786, -0.0043100852765566525, 0.0023029267115373163, -0.010523634076197667, 0.001255511405369838, -0.020282171794746198, -0.020246577676626024, 0.0010178105111194255, -0.014997621176902749, 0.0006728901461849015]",15050,0,0.03464794158935547
sphere,30,9,0.0035677642027841803,"[-0.015552581716296157, -0.01322874371805232, -0.03475194408326823, 0.00868992661664945, 0.0008019900581316816, -0.0013063697914296479, -0.007641000113713187, -0.0119960350922224, 0.003937854701438463, -0.0024784507531285613, 0.006291549403518844, 0.0037960869555357917, -0.005907226142197124, 0.020903343296307463, -0.007878927562103592, 0.013707674188831226, 0.009349476607100818, 0.011860786886914155, -0.015391396964756662, -0.005476720086617775, 0.0005747035865953983, 0.002350662155034434, -0.005503879541739425, -0.006057139228502543, 0.004213713562839425, 0.010660714119970844, 0.009970844353728987, -0.002468865606765745, 0.007456431896417417, -0.0022864574811433187]",15050,0,0.03524303436279297
sphere,30,10,0.011188249455303667,"[-0.004222145544703233, 0.004984496008971877, -0.00030790648063948236, 0.002943739652135543, 0.025105441821087728, 0.013345833882776263, 0.03478342837853692, -0.026099253652061474, -0.013720622224264506, 0.0021125530598201034, 0.006489715280493211, -0.003922515872735114, -0.05272687742672913, -0.01653463904859009, -0.010765946080306413, 0.014018999612256566, 0.021334184541518347, -0.02885725685809171, -0.013335181829177504, 0.01355501905979226, 0.02345205705957477, 0.003977609656305673, -0.013557108359317942, 0.018451768317502414, 0.014693507815768671, -0.04215516896956502, -0.0025688064115490976, -0.00561780048977201, 0.0021947792979404718, 0.00676148034250151]",15050,0,0.035362958908081055
sphere,30,11,0.0034234007344676,"[0.006363379081960269, 0.0027129150286598824, -0.0038668931735901767, -0.00026163716136802344, -0.019923399488259805, 0.011002684488736475, -0.011781802468408969, 0.003933529173511977, -0.0038412599386860174, -0.004235326688736892, -0.0004575766879883155, -0.0035317022626473837, -0.018483422007629823, -0.00781228766411614, 0.004449226661941114, -0.024242704064420802, 0.0007067772899617031, -0.004180714493335843, 0.009147747456540919, 0.003225428856684955, 0.012975266044735975, -0.01014873210004073, -0.022559036412545794, 0.003507524390656817, -0.00889504233677138, -0.0023222415455317245, -0.0064134615832542995, 0.011463082641109991, 0.004271798038211522, -0.02127831166202402]",15050,0,0.03526592254638672
